n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
151 | Aharonson, Oded | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2002 | male | 4 | 6 | 2012 | 13 | 66 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 3 | 1 | 2 | 3 | 4 | 2 | 4 | 2 | 3 | 6 | 10 | 4 | 4 | 5 | 5 | 5 | 9 | 3 | 2 |
152 | Davis, Michael Wayne | MICHIGAN STATE UNIVERSITY | 2002 | male | 2 | 3 | 2012 | 7 | 46 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 3 | 0 | 1 | 1 | 1 | 0 | 2 | 10 | 2 | 2 | 5 | 4 | 9 | 5 | 1 | 3 | 1 |
153 | Vivas, Anna Katherina | Yale University | 2002 | female | 2 | 7 | 2016 | 5 | 32 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 |  0 | 0 | 0 | 0 | 2 | 3 | 0 | 4 | 3 | 2 | 3 | 1 | 3 | 1 | 0 | 1 | 1 | 3 | 2 | 7 |
154 | Muench, August Albert | UNIVERSITY OF FLORIDA | 2002 | male | 4 | 3 | 2007 | 5 | 33 | 2015 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 3 | 2 | 4 | 5 | 3 | 5 | 5 | 3 | 0 | 0 | 0 | 2 | 1 | 0 |
155 | Skordis, Constantinos | UNIVERSITY OF CALIFORNIA, DAVIS | 2002 | male | 2 | 7 | 2015 | 7 | 33 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 1 | 5 | 1 | 2 | 2 | 2 | 1 | 2 | 5 | 2 | 1 | 3 | 4 | 3 | 3 | 2 |
156 | Spitkovsky, Anatoly | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | male | 2 | 5 | 2011 | 2 | 64 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 3 | 3 | 3 | 0 | 5 | 7 | 4 | 7 | 8 | 5 | 6 | 9 | 3 |
157 | Sideris, Ioannis V. | UNIVERSITY OF FLORIDA | 2002 | male | 2 | 4 | 2009 | 6 | 10 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 3 | 3 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
158 | Hugenberger, Scott Grant | UNIVERSITY OF CALIFORNIA, IRVINE | 2002 | male | 1 | 0 | 2002 | 8 | 2 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 0 | 1 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
159 | Kim, Woong-Tae | UNIVERSITY OF MARYLAND COLLEGE PARK | 2002 | male | 8 | 32 | 2017 | 12 | 84 | 2017 | 0 | 1 | 2 | 1 | 1 | 3 | 4 | 1 | 1 | 2 | 4 | 2 | 1 | 2 | 1 | 4 | 2 | 4 | 1 | 2 |  0 | 2 | 3 | 2 | 1 | 4 | 4 | 2 | 2 | 3 | 15 | 4 | 2 | 4 | 2 | 4 | 6 | 9 | 6 | 10 |
160 | Miller, Jon Matthew | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2002 | male | 9 | 43 | 2017 | 29 | 471 | 2017 | 0 | 1 | 0 | 0 | 2 | 6 | 3 | 5 | 3 | 5 | 1 | 4 | 3 | 2 | 2 | 2 | 3 | 2 | 4 | 3 |  1 | 3 | 0 | 0 | 8 | 17 | 14 | 14 | 17 | 12 | 8 | 22 | 34 | 34 | 37 | 45 | 56 | 56 | 44 | 57 |
161 | Poon, Ming Yan | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 2002 | male | 3 | 1 | 2004 | 3 | 2 | 2004 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
162 | Romano, Patrizia | THE OHIO STATE UNIVERSITY | 2002 | female | 4 | 38 | 2017 | 13 | 231 | 2017 | 0 | 1 | 0 | 0 | 0 | 3 | 2 | 1 | 1 | 3 | 3 | 2 | 5 | 3 | 4 | 2 | 2 | 5 | 3 | 1 |  0 | 2 | 0 | 1 | 4 | 6 | 5 | 3 | 11 | 33 | 30 | 16 | 18 | 25 | 19 | 8 | 16 | 16 | 11 | 15 |
163 | Crumley, James Patrick | UNIVERSITY OF MINNESOTA | 2002 | male | 2 | 0 | 2002 | 5 | 0 | 2002 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
164 | Wright, Candace Oaxaca | BOSTON UNIVERSITY | 2002 | female | 2 | 5 | 2008 | 5 | 5 | 2008 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
165 | Yu, Qingjuan | PRINCETON UNIVERSITY | 2002 | None | 9 | 14 | 2016 | 14 | 32 | 2016 | 0 | 0 | 1 | 1 | 4 | 3 | 3 | 3 | 3 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 2 | 3 | 6 | 3 | 3 | 3 | 3 | 0 | 3 | 1 | 0 | 2 | 2 | 2 | 2 | 6 | 3 | 2 |
166 | Daghigh, Ramin Ghasemzadeh | UNIVERSITY OF MINNESOTA | 2002 | male | 2 | 15 | 2015 | 3 | 16 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 3 | 2 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 3 | 0 | 1 | 3 | 2 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 1 | 0 |
167 | Emery, Joshua Patrick | THE UNIVERSITY OF ARIZONA | 2002 | male | 2 | 8 | 2015 | 5 | 77 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 |  1 | 1 | 0 | 1 | 0 | 2 | 1 | 2 | 4 | 4 | 3 | 2 | 4 | 6 | 12 | 2 | 5 | 7 | 16 | 5 |
168 | Farese, Philip Carmine | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 2002 | male | 1 | 2 | 2004 | 11 | 6 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 3 | 2 | 5 | 2 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
169 | Zlochower, Yosef Eliyahu | UNIVERSITY OF PITTSBURGH | 2002 | male | 1 | 6 | 2016 | 3 | 65 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 2 | 4 | 6 | 5 | 5 | 7 | 10 | 5 | 4 | 5 | 3 | 7 |
170 | Gallagher, Sarah Connoran | THE PENNSYLVANIA STATE UNIVERSITY | 2002 | female | 6 | 11 | 2015 | 12 | 82 | 2016 | 0 | 0 | 1 | 0 | 2 | 3 | 0 | 3 | 2 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 2 | 1 | 4 | 5 | 4 | 4 | 3 | 7 | 8 | 4 | 2 | 6 | 6 | 6 | 7 | 7 | 6 | 12 |
171 | Jamkhedkar, Priya Prabhakar | THE UNIVERSITY OF ARIZONA | 2002 | female | 3 | 2 | 2005 | 5 | 3 | 2006 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
172 | Saab, Tarek | STANFORD UNIVERSITY | 2002 | male | 2 | 2 | 2008 | 11 | 28 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 4 | 0 | 7 | 2 | 2 | 1 | 1 | 1 | 3 | 2 | 3 | 3 | 0 | 3 | 2 | 4 | 0 |
173 | Thompson, Todd Alan | THE UNIVERSITY OF ARIZONA | 2002 | male | 4 | 18 | 2016 | 5 | 103 | 2017 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 1 | 3 | 1 | 2 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 2 |  0 | 0 | 0 | 2 | 2 | 1 | 3 | 4 | 4 | 4 | 8 | 6 | 6 | 7 | 7 | 9 | 14 | 10 | 7 | 8 |
174 | Wanex, Lucas Freor | UNIVERSITY OF NEVADA, RENO | 2002 | male | 1 | 2 | 2007 | 1 | 4 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
175 | Webster, Zodiac Tracy | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | male | 1 | 1 | 2003 | 3 | 1 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
176 | An, Jin Hyeok | THE OHIO STATE UNIVERSITY | 2002 | male | 4 | 19 | 2017 | 14 | 44 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 2 | 2 | 3 | 1 | 0 | 1 | 0 | 3 | 2 | 2 | 0 | 0 | 1 |  1 | 0 | 0 | 1 | 6 | 6 | 3 | 3 | 8 | 5 | 1 | 1 | 4 | 2 | 5 | 3 | 2 | 2 | 1 | 3 |
177 | Bekhor, Steven Haskell | UNIVERSITY OF MICHIGAN | 2002 | male | 1 | 1 | 2003 | 1 | 1 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
178 | Chuss, David Thomas | NORTHWESTERN UNIVERSITY | 2002 | male | 1 | 7 | 2016 | 2 | 26 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 1 |  0 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 4 | 0 | 4 | 0 | 0 | 2 | 3 | 2 | 3 | 1 | 4 |
179 | Fromerth, Michael John | THE UNIVERSITY OF ARIZONA | 2002 | male | 4 | 0 | 2002 | 5 | 1 | 2003 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
180 | Jarvis, Robert Michael | UNIVERSITY OF MICHIGAN | 2002 | male | 2 | 0 | 2002 | 2 | 0 | 2002 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
181 | Gelino, Christopher Ryan | NEW MEXICO STATE UNIVERSITY | 2002 | male | 3 | 5 | 2014 | 6 | 59 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 1 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 4 | 1 | 5 | 7 | 4 | 9 | 11 | 6 | 9 |
182 | Ganguly, Rajib | THE PENNSYLVANIA STATE UNIVERSITY | 2002 | male | 6 | 8 | 2013 | 6 | 21 | 2013 | 0 | 1 | 1 | 0 | 3 | 1 | 1 | 0 | 1 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 3 | 1 | 2 | 1 | 2 | 2 | 3 | 2 | 1 | 1 | 2 | 0 | 5 | 0 | 0 | 0 |
183 | Garrison, David | THE PENNSYLVANIA STATE UNIVERSITY | 2002 | male | 1 | 2 | 2013 | 7 | 19 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  2 | 1 | 1 | 2 | 0 | 1 | 3 | 2 | 1 | 2 | 1 | 2 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 0 |
184 | Johnson, Michael Thomas | UNIVERSITY OF MINNESOTA | 2002 | male | 2 | 3 | 2009 | 18 | 15 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 6 | 1 | 0 | 5 | 3 | 4 | 1 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 2 | 0 | 1 | 2 |
185 | Kaghashvili, Edisher Kh. | UNIVERSITY OF NEW HAMPSHIRE | 2002 | male | 4 | 6 | 2013 | 4 | 10 | 2013 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 0 |
186 | Nykyri, Katariina | UNIVERSITY OF ALASKA FAIRBANKS | 2002 | female | 2 | 9 | 2016 | 2 | 27 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 2 | 0 | 0 | 1 | 0 | 0 | 4 | 1 | 5 | 2 | 4 | 4 |
187 | Pan, Kaike | THE UNIVERSITY OF TOLEDO | 2002 | male | 5 | 2 | 2005 | 6 | 143 | 2017 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 2 | 3 | 9 | 8 | 5 | 5 | 22 | 22 | 10 | 17 | 22 |
188 | Ramos, Christopher | PURDUE UNIVERSITY | 2002 | male | 1 | 2 | 2012 | 1 | 2 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
189 | Hearn, Nathan Charles | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2002 | male | 2 | 1 | 2007 | 3 | 11 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 2 | 0 | 3 | 3 | 0 | 1 | 0 | 0 | 0 | 0 |
190 | Kalemci, Emrah | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2002 | male | 3 | 10 | 2016 | 4 | 39 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 2 | 2 | 3 | 3 | 1 | 6 | 3 | 2 | 5 | 0 | 0 | 5 | 3 | 3 | 2 | 3 |
191 | Salim, Samir | THE OHIO STATE UNIVERSITY | 2002 | male | 5 | 13 | 2016 | 10 | 69 | 2016 | 0 | 0 | 1 | 1 | 0 | 3 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 2 | 0 | 2 | 1 | 1 |  0 | 0 | 2 | 1 | 3 | 4 | 4 | 3 | 8 | 3 | 16 | 1 | 4 | 4 | 5 | 9 | 3 | 3 | 3 | 3 |
192 | Johnson, Natasha Mia | WASHINGTON UNIVERSITY | 2002 | female | 3 | 3 | 2012 | 5 | 18 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 0 | 2 | 2 | 0 | 1 | 3 | 1 | 1 | 0 | 1 | 0 | 3 | 1 | 1 | 1 | 3 |
193 | Pilling, Terry Glenn | NORTH DAKOTA STATE UNIVERSITY | 2002 | male | 1 | 2 | 2008 | 1 | 6 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
194 | Rivera, Eugenio Jose | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 2002 | male | 3 | 4 | 2010 | 6 | 28 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 4 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 6 | 1 | 5 | 1 | 4 | 1 | 0 |
195 | Kempner, Joshua Cal | UNIVERSITY OF VIRGINIA | 2002 | male | 5 | 3 | 2004 | 8 | 10 | 2011 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 3 | 1 | 3 | 1 | 4 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
196 | Morgan, Nicholas D. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2002 | male | 8 | 9 | 2010 | 14 | 23 | 2017 | 2 | 0 | 2 | 1 | 2 | 1 | 2 | 1 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 3 | 2 | 3 | 4 | 2 | 2 | 1 | 3 | 6 | 3 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 |
197 | Hoffman, Jennifer Lyn | University of Wisconsin 475 N. Charter St. Madison, WI, 53706, USA | 2002 | female | 2 | 4 | 2011 | 3 | 33 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 3 | 1 | 4 | 1 | 0 | 3 | 1 | 0 | 6 | 8 | 2 |
198 | Qin, Gang | UNIVERSITY OF DELAWARE | 2002 | male | 3 | 18 | 2016 | 3 | 46 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 1 | 2 | 1 | 2 | 2 | 0 | 1 | 2 | 2 | 2 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 3 | 1 | 2 | 2 | 2 | 3 | 1 | 4 | 7 | 5 | 4 | 5 | 5 |
199 | Cartledge, S. I. B. | NORTHWESTERN UNIVERSITY | 2002 | None | 1 | 0 | 2002 | 1 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
200 | Gim, Dong Woo | TEXAS A&M UNIVERSITY | 2002 | male | 1 | 1 | 2005 | 1 | 1 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
201 | Stewart-Mukhopadhyay, Sarah Toby | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2002 | female | 1 | 0 | 2002 | 1 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
202 | Swift, Carrie M. | UNIVERSITY OF MICHIGAN | 2002 | female | 1 | 0 | 2002 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
203 | Sudarsky, David L. | THE UNIVERSITY OF ARIZONA | 2002 | male | 4 | 2 | 2005 | 9 | 17 | 2013 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 0 | 3 | 1 | 2 | 7 | 2 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |
204 | Sylvestre, Julien | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2002 | male | 3 | 6 | 2004 | 3 | 25 | 2009 | 0 | 0 | 0 | 0 | 1 | 2 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 5 | 8 | 7 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
205 | Miller, Scott Timothy | UNIVERSITY OF MARYLAND COLLEGE PARK | 2002 | male | 5 | 8 | 2014 | 20 | 43 | 2016 | 1 | 2 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 |  5 | 4 | 4 | 3 | 2 | 2 | 4 | 3 | 3 | 0 | 4 | 4 | 4 | 2 | 6 | 4 | 4 | 3 | 0 | 2 |
206 | Kjornrattanawanich, Benjawan | UNIVERSITY OF CALIFORNIA, DAVIS | 2002 | female | 1 | 1 | 2006 | 1 | 4 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
207 | Sheins, Andrew Ives | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 2002 | male | 1 | 0 | 2002 | 1 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
208 | Scranton, Ryan Eugene | THE UNIVERSITY OF CHICAGO | 2002 | male | 3 | 2 | 2005 | 10 | 52 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 8 | 6 | 9 | 4 | 9 | 2 | 4 | 5 | 3 | 4 | 1 | 1 | 0 | 2 | 2 |
